datetime,pps,cum_pnl,daily_pnl
1388534400,1.0,0.0,0.0
1388620800,1.0011,0.001100000000000101,0.001100000000000101
1388707200,1.0028,0.0027999999999999137,0.0016981320547395991
1388793600,1.006,0.006000000000000005,0.0031910650179498325
1388880000,1.0089,0.008899999999999908,0.0028827037773358874
1388966400,1.0201,0.020100000000000007,0.011101199325998711
1389052800,1.0217,0.021700000000000053,0.0015684736790511184
1389139200,1.0008,0.0007999999999999119,-0.020456102574141273
1389225600,1.0073,0.007300000000000084,0.006494804156674833
1389312000,1.0076,0.007600000000000051,0.00029782587114064024
1389398400,1.0123,0.012299999999999978,0.004664549424374678
1389484800,1.0205,0.020499999999999963,0.00810036550429713
1389571200,1.0105,0.010499999999999954,-0.009799118079372865
1389657600,1.0065,0.00649999999999995,-0.003958436417615046
1389744000,1.0048,0.0047999999999999154,-0.0016890213611525434
1389830400,1.0103,0.010299999999999976,0.005473726114649742
1389916800,1.0042,0.0041999999999999815,-0.006037810551321385
1390003200,0.9998,-0.00019999999999997797,-0.004381597291376179
1390089600,1.0005,0.0004999999999999449,0.000700140028005524
1390176000,1.0025,0.0024999999999999467,0.0019990004997501266
1390262400,1.0013,0.0013000000000000789,-0.0011970074812966264
1390348800,1.0011,0.001100000000000101,-0.00019974033756114848
1390435200,1.0007,0.0006999999999999229,-0.00039956048346836276
1390521600,1.0001,9.999999999998899e-05,-0.000599580293794278
1390608000,0.9981,-0.0019000000000000128,-0.001999800019998002
1390694400,0.9997,-0.00029999999999996696,0.001603045786995337
1390780800,1.0003,0.00029999999999996696,0.0006001800540161387
1390867200,0.9953,-0.0047000000000000375,-0.004998500449865045
1390953600,0.9975,-0.0024999999999999467,0.0022103888274892904
1391040000,0.9981,-0.0019000000000000128,0.00060150375939843
1391126400,0.9986,-0.0013999999999999568,0.0005009518084360845
1391212800,0.9988,-0.0011999999999999789,0.00020028039254954734
1391299200,0.9997,-0.00029999999999996696,0.0009010812975570804
1391385600,0.9999,-9.999999999998899e-05,0.00020006001800537958
1391472000,0.9991,-0.0009000000000000119,-0.000800080008000823
1391558400,0.9985,-0.0014999999999999458,-0.0006005404864377279
1391644800,0.996,-0.0040000000000000036,-0.002503755633450233
1391731200,0.9942,-0.005800000000000027,-0.0018072289156626745
1391817600,0.9882,-0.011800000000000033,-0.006035003017501514
1391904000,0.9859,-0.014100000000000001,-0.0023274640760979244
1391990400,0.9866,-0.013399999999999967,0.0007100111573182208
1392076800,0.9866,-0.013399999999999967,0.0
1392163200,0.9858,-0.01419999999999999,-0.0008108655990269845
1392249600,0.9841,-0.015900000000000025,-0.0017244877257050464
1392336000,0.9818,-0.018199999999999994,-0.0023371608576363873
1392422400,0.9847,-0.01529999999999998,0.0029537584029334014
1392508800,0.9841,-0.015900000000000025,-0.0006093226363359855
1392595200,0.983,-0.017000000000000015,-0.0011177725840869727
1392681600,0.9833,-0.016700000000000048,0.00030518819938959
1392768000,0.9832,-0.016800000000000037,-0.00010169836265635003
1392854400,0.9831,-0.016900000000000026,-0.00010170870626524511
1392940800,0.9831,-0.016900000000000026,0.0
1393027200,0.983,-0.017000000000000015,-0.00010171905197842437
1393113600,0.9824,-0.01759999999999995,-0.00061037639877918
1393200000,0.9824,-0.01759999999999995,0.0
1393286400,0.985,-0.015000000000000013,0.002646579804560195
1393372800,0.9851,-0.014900000000000024,0.00010152284263958272
1393459200,0.9823,-0.01770000000000005,-0.0028423510303522736
1393545600,0.9824,-0.01759999999999995,0.0001018018935153212
1393632000,0.9847,-0.01529999999999998,0.0023412052117263524
1393718400,0.9834,-0.016599999999999948,-0.0013201990453945037
1393804800,0.9833,-0.016700000000000048,-0.00010168802115121009
1393891200,0.9843,-0.015700000000000047,0.0010169836265636132
1393977600,0.9842,-0.015800000000000036,-0.00010159504216193131
1394064000,0.9841,-0.015900000000000025,-0.00010160536476324832
1394150400,0.9842,-0.015800000000000036,0.00010161568946244182
1394236800,0.9827,-0.017299999999999982,-0.0015240804714488376
1394323200,0.9822,-0.017800000000000038,-0.0005088022794342688
1394409600,0.9831,-0.016900000000000026,0.0009163103237629932
1394496000,0.9825,-0.01749999999999996,-0.0006103143118705461
1394582400,0.9828,-0.017199999999999993,0.000305343511450348
1394668800,0.983,-0.017000000000000015,0.00020350020350018108
1394755200,0.9835,-0.01649999999999996,0.0005086469989827629
1394841600,0.9826,-0.01739999999999997,-0.0009150991357397172
1394928000,0.9832,-0.016800000000000037,0.0006106248727864176
1395014400,0.983,-0.017000000000000015,-0.00020341741253049022
1395100800,0.9816,-0.018399999999999972,-0.001424211597151533
1395187200,0.9804,-0.01959999999999995,-0.0012224938875305409
1395273600,0.9799,-0.020100000000000007,-0.0005099959200326968
1395360000,0.9765,-0.023499999999999965,-0.003469741810388773
1395446400,0.974,-0.026000000000000023,-0.00256016385048649
1395532800,0.9744,-0.025599999999999956,0.000410677618069884
1395619200,0.9749,-0.02510000000000001,0.0005131362889983014
1395705600,0.9723,-0.027699999999999947,-0.0026669401989947027
1395792000,0.9725,-0.02749999999999997,0.000205697829887872
1395878400,0.9728,-0.027200000000000002,0.0003084832904883979
1395964800,0.9855,-0.014499999999999957,0.013055098684210573
1396051200,0.982,-0.018000000000000016,-0.003551496702181693
1396137600,0.9834,-0.016599999999999948,0.0014256619144603542
1396224000,0.9883,-0.011700000000000044,0.0049827130364042144
1396310400,0.9891,-0.01090000000000002,0.0008094708084589932
1396396800,0.9848,-0.015199999999999991,-0.004347386512991579
1396483200,0.9924,-0.007600000000000051,0.007717303005686373
1396569600,0.99,-0.010000000000000009,-0.0024183796856105983
1396656000,0.9902,-0.009800000000000031,0.00020202020202017977
1396742400,0.9868,-0.01319999999999999,-0.0034336497677236507
1396828800,0.988,-0.01200000000000001,0.0012160518848804002
1396915200,0.9912,-0.00880000000000003,0.003238866396761114
1397001600,0.9894,-0.010600000000000054,-0.0018159806295399757
1397088000,0.9924,-0.007600000000000051,0.0030321406913280803
1397174400,1.0112,0.011200000000000099,0.01894397420395017
1397260800,1.0112,0.011200000000000099,0.0
1397347200,1.0112,0.011200000000000099,0.0
1397433600,1.0112,0.011200000000000099,0.0
1397520000,1.0112,0.011200000000000099,0.0
1397606400,1.0257,0.025700000000000056,0.014339398734177172
1397692800,1.0272,0.02719999999999989,0.0014624159110849515
1397779200,1.0198,0.01980000000000004,-0.007204049844236616
1397865600,1.0151,0.015099999999999891,-0.004608746813100754
1397952000,1.0214,0.021400000000000086,0.006206285095064718
1398038400,1.0203,0.020299999999999985,-0.0010769532014882521
1398124800,1.0193,0.019300000000000095,-0.0009801038910123394
1398211200,1.0168,0.016799999999999926,-0.002452663592661796
